GeneID,GO_ID
11306,GO:1903331
11306,GO:1903427
11307,GO:0000139
11307,GO:0000166
11307,GO:0005524
11307,GO:0005654
11307,GO:0005739
11307,GO:0005768
11307,GO:0005783
11307,GO:0005789
11307,GO:0005794
11307,GO:0005886
11307,GO:0006869
11307,GO:0008203
11307,GO:0009897
11307,GO:0010745
11307,GO:0010875
11307,GO:0010888
11307,GO:0016020
11307,GO:0016887
11307,GO:0019534
11307,GO:0030301
11307,GO:0032367
11307,GO:0033344
11307,GO:0033700
11307,GO:0033993
11307,GO:0034041
11307,GO:0034204
11307,GO:0034374
11307,GO:0034375
11307,GO:0034436
11307,GO:0035774
11307,GO:0042632
11307,GO:0042803
11307,GO:0042908
11307,GO:0042987
11307,GO:0043531
11307,GO:0043691
11307,GO:0045542
11307,GO:0046982
11307,GO:0050714
11307,GO:0055037
11307,GO:0055085
11307,GO:0055091
11307,GO:0071403
11307,GO:0090181
11307,GO:0090554
11307,GO:0120020
11307,GO:0140328
11307,GO:0140359
11307,GO:1902004
11307,GO:1904411
11308,GO:0001756
11308,GO:0001764
11308,GO:0005515
11308,GO:0005634
11308,GO:0005737
11308,GO:0005856
11308,GO:0014069
11308,GO:0017124
11308,GO:0030027
11308,GO:0030175
11308,GO:0030296
11308,GO:0030426
11308,GO:0031209
11308,GO:0031252
11308,GO:0032433
11308,GO:0035591
11308,GO:0035855
11308,GO:0042995
11308,GO:0043005
11308,GO:0045202
11308,GO:0048813
11308,GO:0048858
11308,GO:0072673
11308,GO:0098858
11308,GO:0098978
11308,GO:0099527
11350,GO:0000166
11350,GO:0000287
11350,GO:0000400
11350,GO:0000405
11350,GO:0001726
11350,GO:0001784
11350,GO:0001843
11350,GO:0001922
11350,GO:0002252
11350,GO:0002322
11350,GO:0002333
11350,GO:0002429
11350,GO:0003677
11350,GO:0003779
11350,GO:0004672
11350,GO:0004674
11350,GO:0004713
11350,GO:0004715
11350,GO:0005080
11350,GO:0005515
11350,GO:0005524
11350,GO:0005634
