gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Ctla2b,154.4189192143733,-1.0245232973238,0.2510725607743011,-4.080586481311209,4.4922211485105125e-5,0.001924942579499677
Cartpt,2451.831284818962,-1.0925579594713553,0.3003736367337897,-3.637329731569119,2.7547918141212726e-4,0.00846999083137658
Dleu2,24.734098785274067,-1.0489512430667705,0.33442291979380007,-3.1366009354667956,0.0017091859307896548,0.033983174133247106
9930012K11Rik,32.53156740031812,-1.740390235159433,0.451455753618696,-3.8550626970841173,1.1569997372687499e-4,0.004147399058209519
Rgcc,171.02104409258,-1.425707673588021,0.2423230401366779,-5.883500276258817,4.016794249436693e-9,5.445312349781814e-7
Itgbl1,10.359457298905445,-2.7286736436268977,0.8069426153410229,-3.381496517535798,7.209214663332688e-4,0.018007338200940876
Ccdc152,9.724877070480998,-1.2941020879594487,0.41069290828482397,-3.1510212663861297,0.0016270064326884956,0.03269800528874777
Cdh10,5.721910914431074,-2.6163156490147585,0.7368917489626989,-3.550474886844194,3.845368210739857e-4,0.010943405930971532
Gm31253,8.05483477914649,-3.180937019733287,0.8739052462438568,-3.6399106578262495,2.727326543922666e-4,0.008420267789435774
Pnpla3,11.624171562622058,-1.5407685044226,0.4862293407456923,-3.1688102204191186,0.0015306430439827802,0.03135295202180112
Ccdc65,8.829954580067145,-2.657929312883995,0.8400204090579372,-3.1641246858094783,0.0015555014045597506,0.031731377489459645
Krt7,36.759388851654585,-1.1919659603876318,0.35042444722768784,-3.4014920186580286,6.701908554108884e-4,0.017054413030524174
Nlrc3,14.205727706839381,-1.2319042568010998,0.4037139487924421,-3.051428518845773,0.0022775527095042565,0.04072286091621999
Myh11,279.84754032330846,-1.070374824528625,0.25675271800628746,-4.168893840112778,3.060815025837982e-5,0.001404396112778338
Gm46554,3.453961685244772,-4.2168093432656795,1.1875540733325722,-3.550835652840854,3.840101284584679e-4,0.010943405930971532
Plcxd2,82.38675848424496,-1.2501472458727056,0.3542517789067466,-3.5289794443115414,4.1716553243255176e-4,0.011737306452140023
Col8a1,1273.5122277261435,-1.1301627508022873,0.20316118850312176,-5.5628870805947335,2.653476005904653e-8,2.931009940744458e-6
B3galt5,6.250420383484284,-2.329995883161307,0.6958520937194604,-3.3484068010876284,8.127761244624305e-4,0.019361210172498023
Tcte2,10.691329144829773,-2.383688390549113,0.7883406457437807,-3.0236781566681232,0.00249721945892541,0.0434457908817791
Tmem204,24.277281698324245,-1.4725708568434592,0.37900569733674483,-3.8853528250133054,1.0218138045191234e-4,0.0037438052710047098
Zfp959,78.46358282515816,-1.104196146461513,0.33676782623480295,-3.278805338404388,0.0010424751893088125,0.023512942410763328
Gpr17,5.4345020434887985,-3.676712555978505,0.8421635361158202,-4.365794051041481,1.266617799499264e-5,6.513036077976905e-4
Sema6a,23.015343482913465,-1.0160563951247332,0.31745273188400847,-3.2006541228820864,0.00137116016479325,0.028838843973761557
Zfp608,5.29495467014258,-2.6108825021196598,0.8356507774260563,-3.1243703382429837,0.001781860345551787,0.03491603347288863
1500015A07Rik,5.766795073445033,-1.9019519210309732,0.6316735409727855,-3.0109729118967725,0.00260412082817546,0.04478967680478946
Ccdc68,89.818942270875,-1.3004188017980143,0.3270693823990348,-3.9759722914432354,7.009228688390909e-5,0.0027256389885447984
C730002L08Rik,5.325391009617337,-2.033625381943757,0.6069381049610365,-3.350630592017796,8.062778176764073e-4,0.019334924589693832
Vldlr,65.99398944764889,-1.1361036480280828,0.33707634832826316,-3.3704638538497624,7.504175013564087e-4,0.01845830875219377
Acta2,6031.368374150349,-1.283994085887172,0.2762178661152318,-4.648483112064586,3.3438499302173725e-6,2.1309183828804043e-4
Ifit3,154.92064587399085,-1.2875528575781685,0.24100932184177598,-5.342336336780593,9.175620340536086e-8,8.659927247979375e-6
Ifit3b,26.807765533679394,-1.23994844938084,0.30721932917355266,-4.036036575942053,5.4361744952695915e-5,0.0022455466502343535
Ifit1,58.77540911683357,-1.3268093363565518,0.37282199985789743,-3.5588279040997324,3.725135106265429e-4,0.01072014206105759
Ankrd1,43.006382805854614,-1.60838619202395,0.4620778302456065,-3.4807690106427533,4.999764693029062e-4,0.013289927112736074
Cnnm1,3.829326551006145,-2.486263250072195,0.7662824968805078,-3.2445778941756216,0.0011762484164061263,0.02579443586095317
Sytl5,40.53638804321088,-1.4212820522179312,0.45974326753630657,-3.0914689840579137,0.001991687883416245,0.03722702217341953
Pls3,2706.3628076042255,-1.0064443369981455,0.30052430618864256,-3.348961519160413,8.111506073569902e-4,0.01936082663008461
